Regulation,Ensembl ID,log2 Fold Change,Adj.Pval,Symbol,Chr,Type,NSIP_73,NSIP_117,NSIP_122,NSIP_173,NSIP_179,NSIP_187,NSIP_197,NSIP_203,NSIP_80,NSIP_63,NSIP_81,NSIP_82,NSIP_84,NSIP_93,HEALTHY_24,HEALTHY_30,HEALTHY_32
Up,AC123912.2,10.87065284,3.89E-08,NA,NANA,NA,3.619853155,5.856087417,2,7.095562381,5.011687226,5.097518358,6.93238816,8.732627211,7.059021534,6.585187678,9.217478687,5.075241143,3.045820324,10.09091845,2,2,2
Up,ENSG00000278637,10.84674976,2.12E-13,H4C1,6p22.2,protein_coding,8.654383187,7.027268007,8.705188045,7.666390989,7.336037784,7.250419624,8.690939453,6.718816304,7.967072303,4.428052843,5.651114127,7.091263421,7.569397227,6.782487358,2,2,2
Up,ENSG00000277224,10.74543597,2.65E-17,H2BC7,6p22.2,protein_coding,10.42864741,8.236068267,10.09577903,8.999517254,8.492858027,8.906895387,10.14817849,9.468249006,8.934970232,6.770300262,7.780332949,9.507638673,10.14879572,8.90641597,2,2.360652009,2
Up,ENSG00000200312,10.63056983,3.91E-11,RN7SKP255,14q32.11,misc_RNA,7.146454131,7.210496373,4.204838992,6.120041916,6.749816352,6.896014414,5.978878368,4.588923178,7.623797641,4.567879846,8.489875697,7.727868151,8.151416677,9.209716275,2,2,2
Up,AC007271.1,10.62360128,2.66E-09,NA,NANA,NA,5.008932786,7.332020036,4.339567764,8.296180979,8.461657473,6.706911062,6.597293302,11.0271102,7.712221155,6.585187678,7.927321809,6.712110927,3.561524859,9.441085081,2,2.191566477,2
Up,ENSG00000208892,10.59405657,2.27E-15,SNORA49,12q24.33,snoRNA,8.249036407,10.16902047,9.033073965,10.72149613,11.18817618,10.43077439,9.205742249,7.038029658,11.53756055,5.366117969,8.920828777,7.421848817,8.258939748,8.166109608,2,2,2.515462468
Up,ENSG00000202354,10.57143373,7.29E-10,RNY3,7q36.1,misc_RNA,8.960892488,4.767817404,4.957762864,5.633378917,5.650882313,6.053685662,6.320970858,3.462457117,6.034652052,5.366117969,7.844357036,8.276756604,9.282746854,7.533510289,2,2,2
Up,ENSG00000263740,10.42206918,1.62E-20,RN7SL4P,3p25.1,misc_RNA,8.387675423,10.88235144,10.93319623,10.42239726,10.51327907,11.00581341,12.56779365,7.941311998,11.65096712,6.798968318,8.963388407,9.095241341,9.723995755,10.28681554,2,2.889098255,2
Up,AC034199.2,10.37678776,9.37E-10,NA,NANA,NA,4.304374148,7.526430585,4.056220031,5.856389556,7.38120311,5.748087314,5.238565024,7.905538923,6.423152944,6.482888383,6.950835935,5.717582661,5.079255134,9.693432989,2,2,2
Up,AC015871.5,10.2725425,4.18E-08,NA,NANA,NA,3.293609595,8.423531228,2,5.936760351,7.867326682,5.490805971,4.873598929,7.799081901,7.124934478,4.695344106,6.606016565,4.626975898,4.619477888,9.21472665,2,2,2
Up,ENSG00000243609,10.16404821,5.02E-12,RPS2P44,16q12.1,processed_pseudogene,4.722090283,6.543084272,7.347401303,7.260791453,7.104274473,6.872187528,7.719350759,8.317574794,6.584122822,6.029967926,6.523088651,5.987010997,4.660540692,7.407894567,2,2,2
Up,AF111167.1,10.11818449,8.46E-11,NA,NANA,NA,5.993561161,6.875610324,4.957762864,5.835577249,6.356317683,5.920625824,4.873598929,6.970383988,6.241940518,5.440785918,7.927321809,6.99270895,6.228228582,9.072936232,2,2,2
Up,ENSG00000270722,10.10376384,5.91E-12,RNVU1-31,1q21.1,snRNA,10.85926543,6.110208648,6.715433036,6.06746008,5.626080713,7.835071476,6.658829975,4.46332038,6.328412648,5.980767721,7.662577804,7.632895766,8.140572998,6.51643612,2,2,2
Up,AC110769.3,10.09781155,1.44E-11,NA,NANA,NA,4.722090283,5.923935738,6.251806503,7.380573201,6.667131914,6.679715463,7.322947977,7.414030825,5.47630902,8.69239151,6.758811094,6.64879272,5.048647067,6.579942731,2,2,2
Up,ENSG00000201998,10.0496459,2.29E-12,SNORA23,11p15.4,snoRNA,11.13248126,5.832743219,6.18178608,7.060118013,7.439304836,7.212969441,6.160040588,4.811428602,8.071053629,8.08364751,11.03045761,10.95352599,11.56651597,11.72991489,2.503065652,2.191566477,2.193015684
Up,AC092828.1,9.993418309,1.24E-09,NA,NANA,NA,4.579240509,6.953431051,6.69043593,5.533534035,6.942933658,6.78555092,3.039011018,5.091656161,6.134035044,7.127547075,8.94492286,4.954754147,7.611889328,5.125107117,2,2,2
Up,AC003080.1,9.92822531,1.32E-10,NA,NANA,NA,4.304374148,6.80539367,5.816301391,7.237181539,6.592280638,6.136029152,5.771655622,8.184595168,6.954136944,7.468223291,6.114724902,4.776650969,4.18538021,7.692806381,2,2,2
Up,AC122718.1,9.917722765,4.34E-10,NA,NANA,NA,3.802451749,6.009705092,6.834307219,7.524059337,6.65492329,6.78555092,8.451130696,7.792568208,6.80126079,6.253563657,5.363981256,4.776650969,4.394557969,5.247499287,2,2,2
Up,ENSG00000275221,9.896690124,3.19E-09,H2AC15,6p22.1,protein_coding,2,5.967457703,6.856950297,6.049498124,5.746032955,6.213925476,7.660394524,5.430574923,6.584122822,4.273204851,6.722102618,7.183513726,8.484367567,6.640771288,2,2,2
Up,ENSG00000201643,9.873877477,1.91E-07,SNORA14A,7q11.23,snoRNA,11.27110735,3.25977518,4.871430486,5.08203306,4.617823509,5.799524983,4.649406881,4.251680005,5.036940336,7.172060517,10.90233196,11.37045492,10.63431628,9.840063003,2.354054815,2.360652009,2
Up,ENSG00000207205,9.872365164,1.07E-09,RNVU1-15,1q21.1,snRNA,6.15338737,6.78120758,4.462782269,7.163941039,4.566605823,9.025053564,5.655695777,5.133492288,6.285824356,4.920769468,6.65876669,7.091263421,6.007283638,4.943874144,2,2,2
Up,ENSG00000278466,9.857329811,2.03E-07,MUC2,CHR_HSCHR11_3_CTG1,protein_coding,8.721116293,6.407452774,5.948687125,3.29403227,6.055611578,7.114856394,3.636746245,3.588131912,11.69841791,5.87702823,10.93544583,6.123690464,11.69064982,7.887350102,2.503065652,2.191566477,2
Up,AL109615.2,9.84304929,1.10E-10,NA,NANA,NA,5.955504624,7.389147016,3.890514063,7.642624832,7.403266374,6.772738363,4.649406881,5.048570521,6.685895744,7.394998284,5.543017994,6.315304809,5.223252033,7.442475886,2,2,2
Up,AC016831.4,9.832972091,8.13E-15,NA,NANA,NA,6.371395515,7.827396541,7.675024179,9.294617697,8.213732719,8.664874601,8.551885631,9.668286217,8.148366577,9.233853083,8.44177038,7.352005757,6.994202169,8.226888461,2.354054815,2,2
Up,ENSG00000212232,9.809588103,3.46E-41,SNORD17,20p11.23,snoRNA,12.25655241,11.67758514,11.60715885,11.83567782,12.00683206,13.24342028,12.09373079,8.815280883,13.5609662,9.646492474,12.17230683,12.34185298,13.1332159,13.01501059,2.980769487,3.886767675,2.778842563
Up,ENSG00000228166,9.80313196,4.56E-10,MTND1P11,9p24.1,unprocessed_pseudogene,4.97128489,5.331246234,6.502164138,7.130156785,5.320760264,7.374331599,7.856990739,5.759287584,5.036940336,8.487498175,5.868250256,5.766128124,4.849962497,5.360315327,2,2,2
Up,ENSG00000201428,9.706166024,5.78E-11,RN7SKP71,12q24.13,misc_RNA,6.356870092,6.886987893,5.189511386,6.372074855,6.553346446,6.3234101,5.771655622,4.251680005,7.640795147,4.099715818,6.450143874,6.469846346,6.953476712,7.509246925,2,2,2
Up,ENSG00000273768,9.658290236,5.02E-11,RNVU1-29,1q21.1,snRNA,5.813797231,7.255081937,4.462782269,6.154061085,5.011687226,7.679023285,7.322947977,5.326205157,5.398493848,5.644072361,6.817989594,6.760837779,6.671543527,6.344244348,2,2,2
Up,AC007952.4,9.648917975,8.76E-09,NA,NANA,NA,6.170100328,8.94826187,6.285582219,8.193600969,4.849738854,8.464332917,7.53472148,5.704826282,6.739480489,2,8.316037867,7.218823203,7.18921828,5.683084977,2.187861428,2,2
Up,AL021155.4,9.62224482,9.50E-10,NA,NANA,NA,6.18662189,8.561282491,4.871430486,6.442587699,5.979332228,9.022349866,8.776713488,6.528107203,6.618850984,5.366117969,7.246271051,7.303491601,5.820620726,6.795922416,2,2.191566477,2
Up,Z93241.1,9.60603285,2.85E-09,NA,NANA,NA,5.632722632,7.511806255,5.116321593,5.398149616,3.549342665,7.644274753,7.244835696,4.758936071,4.930376854,4.695344106,7.725750245,7.201276485,5.497044204,5.037334597,2,2,2
Up,ENSG00000275714,9.597549384,2.10E-12,H3C1,6p22.2,protein_coding,9.951469605,7.16448886,8.220300031,7.299302468,6.761250867,6.987571575,8.323935522,7.092074824,7.744030981,5.204081802,7.469388897,8.783632855,9.408601504,8.354945072,2,2,2.363228869
Up,ENSG00000200087,9.594279655,2.55E-37,SNORA73B,1p35.3,snoRNA,14.1580524,12.316228,12.09420285,13.07202617,13.56967658,12.64424714,13.27969911,10.28550703,13.02295492,9.868983039,13.67334712,13.59802943,14.11989899,15.22128933,4.482703946,3.941129069,4.149135226
Up,ENSG00000264940,9.59291533,1.66E-07,SNORD3C,17p11.2,snoRNA,3.619853155,5.784890121,7.195781823,6.012889069,6.341158545,6.693377343,8.551885631,2.586548077,7.441806361,2,5.395406504,5.56130115,6.007283638,3.613495145,2,2,2
Up,AC010997.6,9.582629929,1.74E-09,NA,NANA,NA,5.532881872,5.709995994,7.737371673,8.205816211,6.992288081,8.226653843,8.630785887,7.164490149,7.007532174,8.424498516,5.265377058,6.582567476,3.645738482,5.562498084,2.187861428,2,2
Up,ENSG00000201793,9.579569571,2.16E-10,RN7SKP9,13q32.3,misc_RNA,4.475490268,7.237412711,5.508354321,6.805706614,7.216521877,7.031259577,6.465737571,5.289667114,7.77515454,5.115685075,5.084399285,5.505204436,5.250403704,5.897673879,2,2,2
Up,ENSG00000206172,9.562347297,1.15E-05,HBA1,16p13.3,protein_coding,5.425614566,7.136163223,7.484590885,2.87167451,5.575160552,9.286240619,11.32479907,2,4.108205773,2,4.635686137,3.087801944,3.940645309,3.486679494,2,2,2
Up,ENSG00000252947,9.544292671,3.46E-07,SCARNA1,1p35.3,scaRNA,8.706869389,2.948393634,4.204838992,5.45383698,5.675264741,4.363312868,3.039011018,4.46332038,5.371593954,5.287373576,8.182802035,7.884494771,8.599704861,9.194579893,2,2,2.193015684
Up,ENSG00000118113,9.537198487,3.52E-09,MMP8,11q22.2,protein_coding,6.012219476,6.543084272,6.69043593,6.75118496,9.419572448,8.025325888,12.11858289,6.252429333,6.085199154,5.929830221,4.526382684,7.218823203,4.533670412,8.468366784,2.187861428,2,2
Up,ENSG00000236709,9.535387751,6.44E-10,DAPK1-IT1,9q21.33,lncRNA,5.339582822,4.767817404,7.104111655,7.252964335,6.110285769,7.104667887,7.50151494,6.252429333,5.909329345,6.798968318,4.061488961,6.14220046,3.472089076,5.739797932,2,2,2
Up,ENSG00000240869,9.521828924,5.32E-08,RN7SL128P,6p22.3,misc_RNA,4.304374148,8.253753865,7.425222068,7.624539706,7.818904292,8.212491185,8.098208746,6.113000943,8.883534602,3.067237024,4.279277505,4.202135115,4.533670412,5.360315327,2,2.191566477,2
Up,AP006259.1,9.510641736,1.09E-09,NA,NANA,NA,4.852061288,5.631000005,6.922822261,6.918860268,6.294701328,6.473477497,7.883010314,6.824762544,5.83250423,6.711196382,4.832203707,5.18643664,2.773737535,5.872532017,2,2,2
Up,ENSG00000206585,9.488949394,3.88E-08,RNVU1-7,1q21.2,snRNA,8.606069728,5.116067474,3.890514063,4.364271911,4.074298501,6.594910443,8.883680212,4.003565098,5.6653717,6.334124053,8.415187413,7.510005552,7.959098862,7.063666032,2,2,2.193015684
Up,ENSG00000221716,9.469575918,8.89E-06,SNORA11,Xp11.21,snoRNA,10.84567529,4.665826194,5.67052882,3.620334759,5.224909167,3.561118953,2,2.32287965,5.070781317,6.334124053,13.03510523,9.840786142,12.62965326,11.48650939,2.638116342,2.648936706,2.515462468
Up,ENSG00000276903,9.446113035,1.69E-12,H2AC16,6p22.1,protein_coding,9.527470908,7.037514292,8.951259636,7.817320873,7.233041069,7.391195474,9.120820882,7.439270052,7.815634931,5.366117969,6.017090358,8.330204625,8.268932222,7.279882694,2,2,2.363228869
Up,ENSG00000221676,9.440724421,3.62E-19,RNU6ATAC,9q34.2,snRNA,8.843377398,8.010188637,8.987625574,10.08044596,10.1068581,9.854502805,8.568014662,8.294709733,10.09447933,5.204081802,8.040974273,8.015766804,8.383736166,8.656871647,2,2.191566477,2.515462468
Up,ENSG00000229622,9.425289671,2.34E-09,MTND5P2,13q32.1,processed_pseudogene,3.519085808,5.036565194,5.769328282,6.282641935,5.998783489,6.408699763,7.660394524,4.862078054,4.69026366,8.060155263,6.389010448,5.813093111,4.885035371,5.653869951,2,2,2
Up,ENSG00000232373,9.404834549,1.13E-10,MTCYBP3,13q32.1,processed_pseudogene,4.722090283,5.45871275,6.069939271,6.561427201,5.898793522,6.39204044,7.567180869,5.732313905,5.730336217,7.57153122,5.868250256,5.987010997,4.777150275,5.624051063,2,2,2
Up,ENSG00000207344,9.36127994,4.90E-06,SNORA22C,7q11.21,snoRNA,8.481047633,2.763234881,2.927940217,4.039733428,3.999026873,3.561118953,2,4.003565098,4.291585357,5.204081802,8.511548464,8.247135125,8.383736166,8.728683125,2.187861428,2,2
Up,AC022498.1,9.360447012,1.66E-06,NA,NANA,NA,3.026246778,6.852582415,2,3.886278076,6.180103671,4.060079415,3.039011018,6.911483973,5.871428105,3.673933092,6.709655922,5.256074143,3.645738482,8.728683125,2,2,2
Up,ENSG00000118322,9.356605279,4.30E-07,ATP10B,5q34,protein_coding,4.475490268,5.923935738,4.204838992,2,5.575160552,5.138045223,7.629987604,2.586548077,5.371593954,7.620537307,7.900193565,5.615298033,6.320794808,4.120144272,2,2,2
Up,ENSG00000207005,9.328837125,3.54E-08,RNU1-2,1p36.13,snRNA,4.039193248,7.047688319,4.462782269,5.184345097,4.667285062,6.136029152,5.391405783,4.811428602,5.890503185,3.902475439,8.645001429,6.347565884,5.47419322,4.032059873,2,2,2
Up,AL390318.1,9.31743954,2.21E-09,NA,NANA,NA,4.242507246,4.86307198,6.443528904,6.805706614,5.575160552,7.259632219,7.07464996,6.923457922,6.051698622,6.881705173,4.526382684,5.505204436,3.872375626,4.356100172,2,2,2
Up,AC007496.3,9.262036924,3.88E-10,NA,NANA,NA,5.279239133,6.240097848,7.363304902,7.005263214,7.165798153,7.488437551,7.690173779,5.862405316,6.383309267,7.034175128,8.500752777,5.322504522,7.20318201,5.43090507,2,2,2.193015684
Up,ENSG00000276966,9.214545722,1.37E-35,H4C5,6p22.2,protein_coding,10.78254424,10.74997646,11.68277735,11.0644244,10.99346239,10.51011232,11.59652898,10.93990687,11.1424437,6.95995342,9.410560357,9.731956478,10.58916983,9.606517823,2.187861428,2.774009101,3.194312057
Up,ENSG00000112541,9.202007448,6.61E-07,PDE10A,6q27,protein_coding,5.813797231,5.988736037,4.339567764,2.271959108,4.341350516,3.880640875,3.636746245,2.32287965,6.068546124,8.319581576,6.971834613,6.527307526,6.419787098,4.791246753,2,2,2
Up,ENSG00000201229,9.186878085,6.66E-09,SNORA63D,3q27.1,snoRNA,6.995223045,5.547426678,4.056220031,8.03833228,7.751704337,7.579537064,5.655695777,4.003565098,7.967072303,4.273204851,6.950835935,6.760837779,7.139252599,7.063666032,2,2,2.193015684
